NU_INSCRICAO,NU_NOTA_MT
72ac2acc787d8cba0934cca3810ac091d792c8db,527.8255688969837
92a25eee14554806f081869cc9dac868fd1860fb,454.1202858035155
1f12a9b01eb9ef227a5482f498f3354bd485d9a3,411.70500257451914
acfcaf61fe2a8ec90ea2648c3125b7dc4dd13b74,467.3529230281798
7ec2f787b9f57044bd98c0d4854f521c9f9ec635,557.0272831636157
e8d2d318a1e057e9cac8384f1269a86c4b36e0a7,460.361849038773
1730807e4916c5f7e8ab21e02ac5657bcea3e732,0.0008076166220725156
b45fb481022f31dd47c63c1c3e2ccc3b5915b67d,466.48436813935604
1a46d99716282410d1170f0f35069b34e34415d4,421.85130384141524
0467e022da4ef897f666bc76f31e1bc8976f7e92,516.9613062258638
993aca0d5eac6741117947c82a3647102096255e,463.34422596586563
94c96ade6ade21deb080bba6aad537fc4f195d47,498.4026165294701
36bb672077a46a3e4755cef90437a616d28bdf23,427.94139824836594
e406adf1d4712381dcd4d1c9d78fc9d7f14ff450,381.019320942281
328ca19128d276eb4fbc309c54ec7f346c803d2f,686.6188806614616
27cdb62f0a2a5467efeb30aafbf246ed2320c532,369.6697313305527
c52cae37c3653620bbec72264c502f45ca2a8671,-9.643997438163144
f9ef2695eb0986666093945894b8f2fee351bf22,515.4861699897574
2178c497293d0cab01ce74f5105b1a398fb12d8e,-0.10411603624415733
e21faa0c07406dde71ec02f266b19b314ba8b0e2,0.5662906254410345
8a021391cdaac100dab56c59284bd50137a74129,547.6853759852793
12ee0df69325d97cb95404958c4acf4112aeab8a,10.21109568022625
b4ea8e8529711d52ed85b1a1f8ea0180bda442b8,504.9452659166449
66cf0f8b5af2466f9616fd15c0c10344df84982a,0.0008076166220725156
720ef6c1d6cb4978762fb0edf4e55fd8303fe35a,487.90772454008317
60edc5708acd60680891ea15379dd07c7a5924ff,-6.464036970856814
b9f786712775e0d1d735398d710b01f404c985a3,409.6152847410008
564958997e204bda06fbe90afc4722805c78a855,553.4439265685421
36f38ea81d1305770cd5153f1e1667fe8a1eb47f,409.5638165414586
527098f4ee3ceb5c393981930d23b8fe154f4db9,-12.823957905469474
5a42c3f801e77d628649a6c34f3a4e5b80f232f7,490.56391525487777
8296743fdd105ce9183561cf5b359b0a3781465e,442.4774165531796
a3b79e8c739832c77df2ba6bcdb23a7518155a33,6.360728551234729
6602c7f15a1fdd082265b64976448c6809df792d,458.51861410523344
31ae66f0fe024acae4490915c348e487f2367574,523.5339431434593
81901aa980653106e64863d957387d24e2c00af3,406.5584189512476
28e10d1bd0b6effe0edd503446ebda948ad240ad,432.31284358500915
53a7ee52a87f80241e2ca13c923e06b72bf3a059,410.6049396722495
50be5f75fdaedae454b0c3d63b7277854bd08d8f,53.47252699623772
82bbb4f6c87f03eecd6a3eb7d03a398bb82d155d,-0.10411603624415733
0e2c166db6aa7deccbe4896423a1d68f6d57b0f1,580.964378010194
d1e2b5c758988b6d69e90aedab3e02cae47d61c4,-3.2840765035504873
02681b5c893b94db204713cb4b20dde6fc3f2f95,535.6916559640897
6ce4c0e0784b3881b36b3d1c047ac6ad121681da,450.2356253412374
829dd51f77f3ae74c2216de2d86139bd0a03367c,6.360728551234729
28c6829e69879bc1d34db1cd51b89562d3cc596b,529.283004945094
ecb9f0d7a261c9f27865ea22f2e643701f721eb6,480.05190023613153
96715a069fbcb2e84b26a01563921962ccc4601e,6.360728551234729
923538833160e8432636c88e8119378a43b3d766,443.1535905414516
aacb834258765a2959ee63c57d2be4923d11a696,441.6716558342052
c32e484025571dd94255a77f21de08ab8d2aaba8,478.0315471927056
d425deeec0a3c7006f14d732eff8933d5155067f,472.7275932099363
f7e7aa93db083d1f25b43cccf4ad2c03a7953cd3,490.13738269909055
716a178e9a6f7791b820da77879943ac9040a547,463.62483586249976
430212cd8767ef2bff8cda0f61729203fef7523e,412.4723467504895
e97d33221238e445688a0e984778d4ecac788be2,524.5639367018327
695c9481580951d830c4431fc6c9dee778ba9ca1,6.360728551234729
4bc5712bdb9067b1814e969e71d5cdad59bb38d4,503.1094716649804
0411742cbb54fe1b6927b25f0bb52b885828c828,404.17222038285234
780505a9d5fc3c6da53686c0cc8bd871f4db00bc,397.4708374236622
bc40729846bf209b06e2a9a890e01d4e6780f5b4,-0.10411603624415733
e4e7a38b58319ad0a5cde4848622b21783c907e9,490.14222817885343
9c5a0a82074c75cb072752d71da42b9c6c27b0a3,557.5902532072864
aec1b63c3f0c9554e533752d8fe138ca82101d4a,424.2617485252194
4cc0fd1efaa148872a1f9edc1b44efef48c91c2b,497.8223283442646
4b48d500ba4410546ce01f7f6d44bcbafa73994f,407.3127797549327
edf33c347c866d26872f540bcc1f6ae415f3294c,465.46379761227263
54f4e6037b9d1eb4a2a134306d37176787f1c1d3,525.2259441530555
3a265ea6ebdc4eb2520db912adf5592f03b3d634,417.8322155184136
99bfcef2dc3695a617f241bfd3b6ead3fd653d41,9.540689018541059
0ade5488fd62db34c11a369bdbb4327faacc1635,-0.10411603624415733
e418fbb77e6ff4103205f3b7f6a66d53183d809b,434.95748586433837
8ddbfe70cd41135cb6f125335a48d100789edbf7,404.0112689966345
fa2f4f80278ac5441ab2f2d8c02a9f920ba6c119,6.360728551234729
1d3e406d0223d4cb0328850d689ba9fcadf62776,449.46258713892456
67d9e9d6629fff7ad9cdb0f1e48c76865637aa73,-6.464036970856814
ecaf075653faf2dcdf946c0ce50629f5083347c0,405.9122737162413
7a2bba61a48894f9bd6fc981f77f2b627b0d8ae6,505.08004682086965
d43894c5e83bb3a7e5000636295b0b050de19309,-6.464036970856814
5b7877d12550dd35d27a02b66a13f2a27bce11ca,422.3384463398907
18f800ec03e33ebad5fb97aa8465dd3e5961337e,426.67474128272494
bb39cc6296f2c9da3963994899c5c34b50965720,-0.10411603624415733
76facda8958cbaf5dba09a4d35d3b4de7596a49d,-2.94070045654259
b05356be088f726b5ba7e0b0a9aa1b5cf4157b2a,471.1549964553797
e887be276bf553575b20ed1a0de8833d9cb7e247,6.360728551234729
cc8794762ffa592758b5117d67e0d02e2e8b9c49,526.3550821410943
894d277c608610fa8c31db531f64582b9569b2e9,420.7521707783422
b2e029961aa0f20071b74708e0d97e6f200ec582,450.99269999039427
12c7d85e168b09a0278df140a22bcb0052a59b0a,400.68787651127747
64c4892488a9c6281bdabf467a0b5a6382d248e6,456.1747640892416
944e790f6e64eccf6df361247858165f17dd7abb,-6.464036970856814
ac112e94587e6e4249b7182329ee5a5040ae94ea,541.2254539930852
a58cf11e498228f9aaca92b0c49f955a6163fb59,440.60418164224603
e8c84701c041b7f3b39f3125a0449fa633589fbe,483.8164911157924
af8dd560d9ea4adcfd0d2b6b5f81f95fad9c3222,592.7210210261003
c650c8f7cbe1a7b00f4edbcf43c8b97ce85d0d64,-3.2840765035504873
ac9cc7dbe0e70fb6717aa371a23aa75e6594ec02,440.4418592677789
e64ad901853230e396be49311ea98121c348fac6,480.57775147857797
8532af19be3729ea233c1f29e4c015820fc7fb3a,489.39241863150465
6de1d7f2ad49d20e5782f8cacf4f0b677ff2d316,466.91294448766905
26853fd075fe27954772c3070997635b94f32b83,438.1532000846841
3159f29994dadd5cba1f94c3f3b9ac69e24c1cc2,536.9324513354641
574ec310dee846f9ae8eb278480257d463f6fbcc,487.4197962605694
ebb32b8df4ff9b202ba904f310724ce230cb4305,3.7462510927473645
8a46e35787225c3e7adef2b998ad9c93a952106b,533.0619538536625
b62bf908b504e8c6898777a7f5b88afed358caea,396.1070397899965
10d22971ca4f53fc62d02905809ff1c37fbb68fc,599.0337439314073
0efd9ad5eb41ad08e1f1af9fbe59eb5845323860,414.4623569063338
cad47b624b484cb16291449cee30707a46c20199,7.031135212919921
8f2c4684ec70392c718c278b10b04ddfbd4ced1f,519.7399989399928
bb6c0df09cb6663f142ce6da382b804353453af2,6.360728551234729
c03f2bcf9ef69bcfdf270b6ffc6110408f0ead41,465.7933664104407
7bd0affe1bdd3681a0faecd80a3d48c023b986de,10.21109568022625
d76614020539405f481c0f5ffb9e6f88a0bf21b7,430.4531455893746
5ce2df96a99343819ead41bf242044177439696d,-3.2840765035504873
c7463ccdb0d2ad76b5823bfd016d420e02f4acc0,-0.10411603624415733
a9216c3fc0c0bf14cda0ca26a71c205458b74896,-6.464036970856814
92acabe95cd7dd1ae1dd63547cde3a4939cf7e2e,515.1737357190063
ddbf5769bc4a6fb2aa16e5a031d8eb7796d1c04c,464.76844539944847
176b027cd932b17fcb6f119cfcef338a175062b8,399.4068835706841
41474f2dda61d97f38ba79906d3dbcce223d1bd1,511.15038319423087
421eb738f9e2ea73e5f4227c915762d6421102ac,10.21109568022625
1c5a1514e6a5c44e5683ec01698a83ce474c2e4d,475.0513438941927
f113b266aeb3cb19dca62ae88de7cc55a13efbf1,35.17047335302853
134d96275e3893946c3a0e1d59f86b336fe64f6e,-6.464036970856814
d4e97da32ccb6987ec074aa48c24ce949c05a78c,427.8354587156002
fa556e489987a0588e9a8edb5327e2bde1679670,-0.10411603624415733
95c1d266a2524560761df98b376c17604733a6ad,524.4497759098176
c11c4303d2632cde64105a35554ecb77a8564260,488.0517164059344
30ddf113f77266181ef7bf57ea7d4ca3f505fec7,472.1226877204121
6d94e9582cfdb5d239f21b3ba08b619d81c5e8aa,516.027166125702
3671441f51dc0c3d052e87d6b8beba46bb70bfeb,446.0357509688766
580c34923cbde328e0aef1641dd02033fc862c04,474.9846577598324
156e1fb82056b0f6953c443446eb4dcceed7c03b,-6.464036970856814
29d8bf198da9caa59047268faca60207da24d1b7,536.85020757644
1b3f80a1cd9fff0408e96169fcaf006936b34fed,478.7862208650169
b5932043b62e0c58e16e2cc2c9d5489390e5c895,481.7809826412188
99092cc60948943c59d68d62ed81a75a03059113,475.89122684356755
fbfc631ae23a558d8dd92916cf2e8b5f923b0681,13.3970210106392
dd69fca6f17420dc911016a79e70583ca7ea330d,401.194255086464
d387995af060965fb9d18973f3dbf4904f071066,394.2582911877787
27dbf6c09f5e0f3756ad3e9ea156fbc330601a6a,489.4489152620987
543674772357cf9d8a7a8e7dfb89384af80ec30e,503.486060687818
80a12b8a4c9df4ef4f78a33d41858b6f1ea24144,435.0556558388509
dc2699d27649dbe52ebbe10001c0bb5ba71310c0,-170.42934206451454
0736d379ea0962e316ce84cce8e883321be36abb,443.092065481696
98cc842c547c69a0d27776e272fd8b61131b0b37,413.8927582961332
890b7696fa85ca2b3e90b3951efec2135e88d5cf,477.60090907421545
f3c4cd2f095979416fcac08d630fb1b1623ba5d6,636.782155383816
d84b48f7dc7a6e387e6e985525143589754c5b13,415.1798215334899
71c9f09a9ed64f1cf7ba1bef4a614ad21e00afc9,500.82741953288036
dc4fe9d4124d9278f58f6f999711116a3fe58be7,484.1110506004573
f6624d763619c0898b34dc02adf06f53a1721cd0,412.83055430990106
60b1c12559860e7ad966da4c4db5c78e17278fc0,506.04269395003934
a3f3dcb89101d86171f8bb4f4f57939717cf298a,-6.464036970856814
4f365503582b97ea96462d0d36895a5e7f5926df,423.91407180371743
c80869804effb21d50cc8fff3f4c27ba5521240c,392.4530491253807
d0f351638d60e84b890a498d69c9a7961cdcdf36,470.3014381290979
48e8ec135997ff3676648d5c144c3c7150a7bbb1,411.51942731132243
45484014aefd10ea3e4b08fb93e66c251709cca6,462.71431702210117
ccd8d735f7b3c980582f9086a6cae8b9ce8dea54,433.440263712759
b2e2d1aa1a539b402da8b8fe52520fdf9ed7cdd9,410.47561480526684
25c9e3b023d4d32d0f15cb9041ea6b2bfbec6a63,564.282812072843
0fb75ce5f51e8afaf504c75de131eb31f89faf4f,390.86184389228805
26e6e8cec21236dfc21cf98812a3d99a3f87d99b,574.3468436367582
c83c66733c5bd90a59996e473bb69e44f6522976,409.1181942372992
69c67ff1933e4fa099182bbcb24a229d0ad84d5d,10.21109568022625
4c373daf5547a6292c4905696c148ec83f95f083,-6.464036970856814
4549620b5459bb28990580f4ca0b4c2adc5b1a68,-0.10411603624415733
87f89c855f377c5b100ad2986cc6569e31d94a98,534.1181680735472
d0d8601aab147c191ae37365a930c1ed3eb0414b,-6.464036970856814
9a25537903e8e7eab1dfb357903d241e24e86fb8,3.8511747456135907
eaecf3dd32668664e1dcc2d6c7a69042824806a6,449.40112023681303
d19fa85793fcb8ae3126d10592c9c57d3b32971f,13.064025532855283
c59b370d3aa06b68878c836bceac844953d74972,483.61015362386564
5a6d397150d1a9e9c82e120f92d1e782da34bddb,-6.464036970856814
b2128312e70fdb830091aecb6b27d82617e2e226,429.9222168858546
8257941af168c0cc15f28bd596fd922352dae732,408.6180367304855
854ce153823802674f35bbe1ec010b12e9b3a56f,428.01727309508107
27f1db4e266b154f6f7fbef9c225fab472652a7b,422.2249981662637
11b90bed4a05d11169f308370faf81d6e9ca2c4f,412.7662091085221
5c55b7aeae6cb75ec715b4629812175239e45c15,-2.6136698418652955
1391c7de937e0fea2ad23ebb111e513bf2aca2af,14.061462809217772
e9488c35627294cd8f5a809c0667aef7a3f0d465,0.0008076166220725156
39c22d725a24b290af887b25175ae0a8d560db4b,0.5662906254410345
e001e1d73163c327a4d800697b1b36cd6921f60d,449.34029605061403
b83424ca8973e4b2eebf6eb9e26e842999432d22,413.85349668661587
202da3f471204ad489ebf0c3856437337534112d,-3.2840765035504873
912d751c54b46c860c5ba61666fc6fc59ca2689d,372.3929759034684
8376d681a277c58f06ab633a06eaa66391126246,6.360728551234729
e114f7b197069bde8e158a0dbeaa022dd0c4e280,439.81623346466245
fa84edf183bd459ea9394d77bdc191683a75ff66,569.3999564018484
76190ff09a736ff83169394b770699b2709c5a27,503.41645642222824
515db15df8581ae72bb8e8358833016adee74e02,444.5371516426931
e2a05053c19e6fba60d0e582e6c7f371728a7106,448.10198080504546
66c14322296ac259374ec98c5c3bb2bd67ba25e9,-2.94070045654259
2378556841bc8d5746f2b94d6adefc2db20f9518,532.6593898131146
1e6d55d7b1f72e9b7a8ea53f60f9434f830bc49a,6.360728551234729
796d558152d241567f8a72b535a5e36fe78886f3,451.9649704116404
1093edca7a04127a6e04570ee9cb58ef1bc0a69a,520.5436664046917
3c748fc7a94edb7ac1484373751ffa8574a3281d,416.38660600128327
344a6fc8038e291a6371f94963d7a7f5e1c4d55b,415.5391933111492
92510f53e4c26c81c3bb41aa9b4e967d1697cd12,-0.10411603624415733
10a1e8808e744c619376bff659f859cd71e8c41d,453.2328550641582
fc959dafc37dde3f173f083486d84ce5c817443f,447.2703872450949
6979d91c0a1903a336c640e14eed100821a0e24d,448.18055973762745
d4e37c4c1235ce014392f6c8ba0436f195b9e459,532.6149474618628
65ce75c2865eb4ae98e31b45fdc15f400d59e8cb,6.360728551234729
565a955a60c6073157aa869c0351c626a7171ef3,540.6064531707366
5697c01ee87a008056ebc0993a1028b41a26d251,0.0008076166220725156
99be797e423b5ae08fe342ea772738f71975df47,606.002180529197
b579ea83f2d6c15b2c717d16a89827d65f39904b,480.59652542654004
e9373b5c22567bec508f2fa2580e4dc3ff687caa,546.6263348467974
a465af361b68bd536dd8bf61d522b9b21755ab60,504.66382927275805
c8feec2a94d996d03534ce935dec7a034667f107,664.5283131295889
af1890b4dbccbf8b6af56051a39bd4b13d1c971b,453.43516217783537
f4f7888cfe88b7a3b0f3d94749921976353ae82c,456.7563376061305
cdf60a765205a4e99eab17c72a68ff9cfd019dc6,466.4101066652659
2e466f15ac7b80870736fac2d0cf4bd7f362e852,460.3655805643111
85fd1d2ab6ab9205e3ca4770dd1f6205e1f3de70,3.524144130936296
fc83a5c665f70f39b4c7d326118cbf21a898e660,590.3072439581592
c26fbd904781a4f6c37a8f8969778f687c6c1424,-6.464036970856814
ced4913c2220be57c54bc9f87bb4f441d5976671,469.12174305743065
880ade460a231d722e8bb0e4d17f3c8f77663d37,400.267082524177
7c869f5b89ddf3130c87011b6508ee59e32682c5,407.54752402569017
9027f65d4e576928ca59690c280050c53d66506a,657.4041084571859
09eb415bcb9842d207139c8bddf32427a134d51e,535.1309276751397
f8224c83e27f4921df62876f7ff660b1dab3d974,460.3382935958362
628b91ee9b4e1e4564424fbfff2ea9f8eddca032,-6.464036970856814
dfec3182aec0997207e0845b072498065ec89aac,615.3871783023305
d653549f6d0ba70e2113b2cc56e9a83e331d2462,546.2748066775246
e95674df974af80342f676ca9e3540aecec2b8dc,482.5294605295799
f9333cc1eb8af5bca5469d91e2c5d5f661b118ea,522.9722784101284
2b7b15015ab18dc51893827c7e3f01d931a70410,-6.464036970856814
22d86e8b43a9412df86ec15ac231b9919e3ec905,461.66013634381096
1c61035799f6afe7f44c1fb68567d7a8945c3943,560.0681104366447
d5ed4b8732b0d7127a64f7e71137d321c56cc198,421.32967465678865
63edbbe59337f861a710bee4fe8a691d231f23da,441.6273596993883
f62bf9257782d839d38f84376b79611ed0de655d,10.21109568022625
cf14952b5b09ad1a9497769e3a08da2fd74c6102,0.0008076166220725156
21b8ef230efbfca6b5f15b36a3243d76ed390967,501.44360177753646
fdfca50f5e6cacd5b30bc546f0fbc271e9a312ff,419.5665196038298
467fdbfc0c6cab31b0d85ec5e373d82fa3790321,0.0008076166220725156
3de3c134579726fe4606b7a05f82ce19f00adb09,631.1618037852006
0f3f9e48790ed9d6ed17ff5e9cb989849b31cc8c,413.6045466711283
bdaf0955746c2cdd3b9ac2538c7502d312fffed8,402.65885301849886
520c60d32fd2af8be76abd332859b36d8ae45900,454.3853407505605
6cb6e2310b52c2898e500f81bea938446592568b,457.81880017003454
0193b535914e1c5a445bede11a408bf1709cd3cb,465.52490378832687
f3669f0c65dbf99cdf8f5f176587e84d5fc7560f,511.5261893544783
c512a461034cd90a9c5f1a32332b748041cfeba3,-0.10411603624415733
6f77bbe0fc418131d06d15f50b30073eae680dbb,6.360728551234729
9b378e3937af8e97d4753cdf0c8917306354aaaf,487.0372954719416
1c92f54a5fe563622a0e23cf116461a7e147efd8,530.8100527530924
90facc45f7578775e3278aa0bd4fb59dad4d37c1,429.3677204837656
563bd02a1204c85e79026a020ba5af29bce95c12,90.21435134369224
c8062c4cc7e023996bd37b87295f5a2957ddb172,462.7952862662922
ea7cc5987f9cc7f756d501961f64fa5769013823,-6.464036970856814
f654c32a17935317b2e91d8e16aa8dcbf88e2ef2,583.223084391771
7dd5b0fad5bd47ecbf2e047dee24866a9b5899d6,452.8535853935132
1b61f7e184c7040ae4cea725153965e1f7f75308,447.11994323767004
aea68e00d370c2a0cfd02bf868824dec427bf23a,-6.464036970856814
bdfdc7207977f88b15b3d0559fbf6f05b970c9cb,0.0008076166220725156
95a9c65324583892b2d1a0c1c5163488f92d4a6d,393.4621736302872
5b7e7632cf766876026d0da6aa7c6df77bc13438,443.57881956032503
a3be14b06b7aef01331da18e7a1678222b563151,-6.464036970856814
92b8965cf3fb76d11e5061f26e577c23d212b9c5,6.360728551234729
96fd0462597b8cf21b1e918c1947106cd8359e5d,507.73597355546184
5c1cef937c40bf8c30c119160bedde7ef679454e,575.8419466615644
27dce80bee1eadbcd82bc7d09adb063e116870f6,0.0008076166220725156
271a7e5b703fc3f29f6669415048a760e6355c5b,-6.464036970856814
e39fbeab552a4b6492346d821d095c3a0d691555,437.7948762241116
93694c58636eabfe86550e734efb3775ba4d739f,483.0142534403033
8982636d1f9cc5832eddae4d8a04ee2c6adbaebd,624.3897878864536
6c05e70130682975c1485a862b6e08b895650671,427.69275779072365
8db36ae38c19710d51d3715a6b2a5ecd84f94ff4,399.582282913341
15043d6ede69cc06a2f2a72afcb05c1cdb5870d6,374.702608235893
283df09083d3c7bec2590f22355c7ba32ec88623,529.4430386653432
40b96e97dc29dfc990656e30c1038e846b6c8ff2,3.8511747456135907
ff362d0a648559b9146fb97ee248eb423c3d6a50,3.4192204780700663
717ae2ab18e7ba03c4f3af66500ece6580b29b71,-6.464036970856814
5ae9771e0cd24b8eb599de2e0fd2e04a26520dd3,572.565251856535
23131f453efc29c2af9553d307692c60a3add1ae,460.857609166553
da42a6267fe6eb7baa0a4fd2a18aad577e6889b2,432.81423289033575
941646a7d24ee2837d7de90ff0a736bb8f61d68c,405.55213091719594
cd705413010e6e74f3b90ee78dbbd8b767488f0c,-3.2840765035504873
5cd0dfc9a768868f28b11f9cf7870f11cc1ed185,493.3390738439519
cb4393cd17b5bdc120dbc15ddd255aa1f35ba090,426.9598833543215
72882a9cffe151d94be90e02ce3967a91b628099,500.390834648684
cf62916c9829bd3ad05104151eee856d6de7ca1c,595.1445089562417
6b8f4241357e65c0491cc0ef96396f811574134c,447.0999333005088
298806ed4313157d412e860ac3ea8833d6ca6970,-0.10411603624415733
268d48d0247f055ce2ebdd47cd5d1d3ec45246dc,406.4135681619295
4485f973590cff61be5ec78cb3032d5fdf25b809,-0.10411603624415733
afd0fa3f3fc672e3c5d6c21173b5ba3b8caa5c8e,448.8848208396918
e2252b8e020cdf19b796baeb7b2c7b000a7bfb87,3.0758444310621726
8288badec4740382dbf7c33e4095cd4db0021bf7,394.58635610454326
5e139289eb167622f915eea3d1d6e49d15d1c873,522.244910076251
fc050b2c8fa3446890fe1418332352177dd34506,467.1699967252692
8f309746992f374b4c2ea88f171233a9469ba649,468.91200021964625
ba1d192a71d5ac1a0b9a30bf3c80ef9dc59fefa2,491.2228546374954
